question_id,method,k,answer_pred,answer_gt,em,f1,precision,recall,input_tokens,output_tokens,cost_usd,selected_titles
5ae143ed55429920d5234360,linucb,2,1755,1755,1.0,1.0,1.0,1.0,297,5,6.340000000000001e-05,"[""Sergei Aleksandrovich Tokarev"", ""Sergei Aleksandrovich Kudryavtsev""]"
5ae143ed55429920d5234360,linucb,3,1755,1755,1.0,1.0,1.0,1.0,340,5,7.2e-05,"[""Sergei Aleksandrovich Tokarev"", ""Sergei Aleksandrovich Kudryavtsev"", ""Sergei Panchin""]"
5ae143ed55429920d5234360,linucb,5,1755,1755,1.0,1.0,1.0,1.0,448,5,9.360000000000001e-05,"[""Sergei Aleksandrovich Tokarev"", ""Sergei Aleksandrovich Kudryavtsev"", ""Sergei Panchin"", ""Sergei Dmitrochenko"", ""Sergei Kosarev""]"
5abc19705542993a06baf86e,linucb,2,Dutch,Dutch,1.0,1.0,1.0,1.0,391,4,8.14e-05,"[""Black Book of the Admiralty"", ""Black Book (novel)""]"
5abc19705542993a06baf86e,linucb,3,Dutch,Dutch,1.0,1.0,1.0,1.0,555,4,0.0001142,"[""Black Book of the Admiralty"", ""Black Book (novel)"", ""Black Book (film)""]"
5abc19705542993a06baf86e,linucb,5,Dutch,Dutch,1.0,1.0,1.0,1.0,863,4,0.00017580000000000002,"[""Black Book of the Admiralty"", ""Black Book (novel)"", ""Black Book (film)"", ""Yazidi Book of Revelation"", ""Black Book (World War II)""]"
5ac3e0f7554299194317388b,linucb,2,Billie Dove,Kevin Spacey,0.0,0.0,0.0,0.0,224,6,4.9600000000000006e-05,"[""American Beauty (soundtrack)"", ""American Beauty (1927 film)""]"
5ac3e0f7554299194317388b,linucb,3,Billie Dove,Kevin Spacey,0.0,0.0,0.0,0.0,323,6,6.94e-05,"[""American Beauty (soundtrack)"", ""American Beauty (1927 film)"", ""Miss American Beauty 1963""]"
5ac3e0f7554299194317388b,linucb,5,Kevin Spacey,Kevin Spacey,1.0,1.0,1.0,1.0,608,6,0.0001264,"[""American Beauty (soundtrack)"", ""American Beauty (1927 film)"", ""Miss American Beauty 1963"", ""American Beauty/American Psycho Tour"", ""American Beauty (1999 film)""]"
5ae518655542993aec5ec139,linucb,2,40 անդամ,40 members,0.0,0.5,0.5,0.5,322,5,6.840000000000001e-05,"[""Ken Pruitt"", ""Upper house""]"
5ae518655542993aec5ec139,linucb,3,132,40 members,0.0,0.0,0.0,0.0,412,10,9.040000000000002e-05,"[""Ken Pruitt"", ""Upper house"", ""Wisconsin Legislature""]"
5ae518655542993aec5ec139,linucb,5,20,40 members,0.0,0.0,0.0,0.0,663,4,0.0001358,"[""Ken Pruitt"", ""Upper house"", ""Wisconsin Legislature"", ""Nevada Legislature"", ""Alaska Legislature""]"
5ab985eb554299131ca42360,linucb,2,Greyia,Greyia,1.0,1.0,1.0,1.0,256,5,5.520000000000001e-05,"[""Greyia"", ""Calibanus""]"
5ab985eb554299131ca42360,linucb,3,Calibanus,Greyia,0.0,0.0,0.0,0.0,450,6,9.48e-05,"[""Greyia"", ""Calibanus"", ""List of Amanita species""]"
5ab985eb554299131ca42360,linucb,5,Calibanus,Greyia,0.0,0.0,0.0,0.0,710,6,0.00014680000000000002,"[""Greyia"", ""Calibanus"", ""List of Amanita species"", ""Calyptocephalellidae"", ""Ceratozamia""]"
5a8753d95542994846c1cd63,linucb,2,no,yes,0.0,0.0,0.0,0.0,357,4,7.46e-05,"[""John Updike"", ""Tom Clancy""]"
5a8753d95542994846c1cd63,linucb,3,no,yes,0.0,0.0,0.0,0.0,503,4,0.0001038,"[""John Updike"", ""Tom Clancy"", ""Tom Clancy's Rainbow 6: Patriots""]"
5a8753d95542994846c1cd63,linucb,5,no,yes,0.0,0.0,0.0,0.0,628,4,0.00012880000000000001,"[""John Updike"", ""Tom Clancy"", ""Tom Clancy's Rainbow 6: Patriots"", ""Tom Clancy's Net Force Explorers: Deathworld"", ""Tom Clancy's Net Force Explorers: Gameprey""]"
5ab97d0a5542996be202051e,linucb,2,John André,John André,1.0,1.0,1.0,1.0,387,5,8.140000000000001e-05,"[""List of Continental Army units"", ""Battle of Germantown""]"
5ab97d0a5542996be202051e,linucb,3,noanswer,John André,0.0,0.0,0.0,0.0,575,5,0.000119,"[""List of Continental Army units"", ""Battle of Germantown"", ""Siege of Yorktown""]"
5ab97d0a5542996be202051e,linucb,5,John André,John André,1.0,1.0,1.0,1.0,847,5,0.00017339999999999999,"[""List of Continental Army units"", ""Battle of Germantown"", ""Siege of Yorktown"", ""Board of War"", ""John Andr\u00e9""]"
5adef1b35542993a75d263af,linucb,2,Salma Hayek,Salma Hayek Pinault,0.0,0.8,1.0,0.6666666666666666,197,7,4.500000000000001e-05,"[""Ethel Houbiers"", ""Lisette Dufour""]"
5adef1b35542993a75d263af,linucb,3,Penélope Cruz and Salma Hayek,Salma Hayek Pinault,0.0,0.5,0.4,0.6666666666666666,251,12,5.9800000000000003e-05,"[""Ethel Houbiers"", ""Lisette Dufour"", ""Virginie Ledieu""]"
5adef1b35542993a75d263af,linucb,5,Penélope Cruz and Salma Hayek,Salma Hayek Pinault,0.0,0.5,0.4,0.6666666666666666,396,12,8.88e-05,"[""Ethel Houbiers"", ""Lisette Dufour"", ""Virginie Ledieu"", ""Doroth\u00e9e Jemma"", ""Emmanuel Curtil""]"
5a73b55855429978a71e9086,linucb,2,London Heathrow Airport,Gatwick Airport,0.0,0.4,0.3333333333333333,0.5,333,6,7.14e-05,"[""Croydon Airport"", ""Dubai International Airport""]"
5a73b55855429978a71e9086,linucb,3,London Heathrow Airport,Gatwick Airport,0.0,0.4,0.3333333333333333,0.5,488,6,0.00010240000000000001,"[""Croydon Airport"", ""Dubai International Airport"", ""Coimbatore International Airport""]"
5a73b55855429978a71e9086,linucb,5,London Heathrow Airport,Gatwick Airport,0.0,0.4,0.3333333333333333,0.5,831,6,0.00017100000000000004,"[""Croydon Airport"", ""Dubai International Airport"", ""Coimbatore International Airport"", ""Athens International Airport"", ""Chennai International Airport""]"
5ae80919554299540e5a56f6,linucb,2,Abergairn Castle,The Changing Scottish Landscape,0.0,0.0,0.0,0.0,250,14,6.12e-05,"[""Isabella Kelly"", ""Abergairn Castle""]"
5ae80919554299540e5a56f6,linucb,3,The Changing Scottish Landscape,The Changing Scottish Landscape,1.0,1.0,1.0,1.0,363,7,7.82e-05,"[""Isabella Kelly"", ""Abergairn Castle"", ""Cairnburgh Castle""]"
5ae80919554299540e5a56f6,linucb,5,The Changing Scottish Landscape,The Changing Scottish Landscape,1.0,1.0,1.0,1.0,663,7,0.0001382,"[""Isabella Kelly"", ""Abergairn Castle"", ""Cairnburgh Castle"", ""Inch Castle"", ""Clun Castle""]"
5ae361605542994393b9e69b,linucb,2,submarine escape training tank,"""Home of the Submarine Force""",0.0,0.25,0.25,0.25,283,8,6.3e-05,"[""Robert Croft (diver)"", ""RAF Croft""]"
5ae361605542994393b9e69b,linucb,3,submarine school,"""Home of the Submarine Force""",0.0,0.3333333333333333,0.5,0.25,408,6,8.64e-05,"[""Robert Croft (diver)"", ""RAF Croft"", ""Music Instructor""]"
5ae361605542994393b9e69b,linucb,5,submarine school,"""Home of the Submarine Force""",0.0,0.3333333333333333,0.5,0.25,556,6,0.000116,"[""Robert Croft (diver)"", ""RAF Croft"", ""Music Instructor"", ""Lara Croft: Tomb Raider"", ""Naval Submarine Base New London""]"
5ac3a76e554299741d48a2be,linucb,2,U2,U2,1.0,1.0,1.0,1.0,372,5,7.840000000000001e-05,"[""With or Without You"", ""The Fly (song)""]"
5ac3a76e554299741d48a2be,linucb,3,U2,U2,1.0,1.0,1.0,1.0,464,5,9.680000000000001e-05,"[""With or Without You"", ""The Fly (song)"", ""Heartbeat (The Fray song)""]"
5ac3a76e554299741d48a2be,linucb,5,U2,U2,1.0,1.0,1.0,1.0,693,5,0.00014259999999999997,"[""With or Without You"", ""The Fly (song)"", ""Heartbeat (The Fray song)"", ""Believe (Jai McDowall album)"", ""Jai Ho! (You Are My Destiny)""]"
5a7557d75542992d0ec05f68,linucb,2,Laurie Metcalf,Laurie Metcalf,1.0,1.0,1.0,1.0,449,8,9.620000000000002e-05,"[""Scream 2"", ""Scream (franchise)""]"
5a7557d75542992d0ec05f68,linucb,3,Laurie Metcalf,Laurie Metcalf,1.0,1.0,1.0,1.0,494,8,0.00010520000000000002,"[""Scream 2"", ""Scream (franchise)"", ""Scream 2 (Markus Schulz album)""]"
5a7557d75542992d0ec05f68,linucb,5,Laurie Metcalf,Laurie Metcalf,1.0,1.0,1.0,1.0,727,8,0.0001518,"[""Scream 2"", ""Scream (franchise)"", ""Scream 2 (Markus Schulz album)"", ""List of Scream characters"", ""Bobby Gaylor""]"
5a8d12ca5542994ba4e3dbe2,linucb,2,Galt,"Nairobi, Kenya",0.0,0.0,0.0,0.0,305,5,6.5e-05,"[""Fastjet Tanzania"", ""Goldie &amp; McCulloch""]"
5a8d12ca5542994ba4e3dbe2,linucb,3,Galt,"Nairobi, Kenya",0.0,0.0,0.0,0.0,390,5,8.2e-05,"[""Fastjet Tanzania"", ""Goldie &amp; McCulloch"", ""Christian Brothers College, St Kilda""]"
5a8d12ca5542994ba4e3dbe2,linucb,5,Nairobi,"Nairobi, Kenya",0.0,0.6666666666666666,1.0,0.5,551,5,0.00011420000000000001,"[""Fastjet Tanzania"", ""Goldie &amp; McCulloch"", ""Christian Brothers College, St Kilda"", ""Genius (website)"", ""Fly540""]"
5ab7f6d35542993667794070,linucb,2,The Sound Projector,Cyclic Defrost,0.0,0.0,0.0,0.0,507,7,0.00010700000000000001,"[""Experimental hip hop"", ""Hip hop""]"
